"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","SNWD","TAVG","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-07-29","9.84","0.01","0.0",,"84",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-07-30","8.72","0.00","0.0",,"85",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-07-31","9.84","1.25","0.0",,"82",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-01","7.83","0.00","0.0",,"80",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-02","8.05","0.00","0.0",,"77",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-03","10.74","0.00","0.0",,"77",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-04","7.83","0.00","0.0",,"77",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-05","8.05","0.00","0.0",,"72",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-06","6.71","0.00","0.0",,"71","    1","    1",,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-07","10.74","1.90","0.0",,"76","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-08","11.41","0.38","0.0",,"78","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-09","11.18","0.00","0.0",,"78",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-10","12.97","0.00","0.0",,"76",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-11","10.96","0.00","0.0",,"72",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-12","10.51","0.00","0.0",,"77",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-13","12.30","0.00","0.0",,"78",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-14","7.83","0.00","0.0",,"72","    1","    1",,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-15","6.71","0.00","0.0",,"66","    1","    1",,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-16","7.38","0.00","0.0",,"68","    1","    1",,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-17","8.95","0.00","0.0",,"69","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-18","7.38","0.16","0.0",,"73","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-19","11.41","0.01","0.0",,"82",,,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-20","7.83","0.00","0.0",,"79",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-21","10.51","0.08","0.0",,"76",,,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-22","9.84","0.00","0.0",,"80","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-23","9.62","0.00","0.0",,"78",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-24","10.51","0.00","0.0",,"69",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-25","12.30","0.00","0.0",,"66",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-26","9.40","0.00","0.0",,"64",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-27","7.16","0.00","0.0",,"66",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-28","7.83","0.65","0.0",,"69","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-29","9.62","0.30","0.0",,"74","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-30","12.08","0.00","0.0",,"77",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-08-31","9.17","0.00","0.0",,"77",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-01","8.50","0.00","0.0",,"69",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-02","7.83","1.11","0.0",,"68","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-03","8.28","0.00","0.0",,"71",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-04","12.08","0.33","0.0",,"73",,,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-05","9.17","0.00","0.0",,"68",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-06","12.08","0.00","0.0",,"64",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-07","14.32","0.03","0.0",,"65","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-08","9.62","0.00","0.0",,"69",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-09","7.83","0.00","0.0",,"66",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-10","7.61","0.00","0.0",,"67",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-11","13.65","0.00","0.0",,"75",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-12","10.29","0.07","0.0",,"69",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-13","11.18","0.00","0.0",,"61",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-14","10.96","0.21","0.0",,"62","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-15","9.62","0.00","0.0",,"73","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-16","9.84","0.00","0.0",,"70",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-17","10.74","0.00","0.0",,"64",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-18","12.08","0.00","0.0",,"61",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-19","7.61","0.00","0.0",,"58",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-20","6.26","0.00","0.0",,"64",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-21","6.93","0.00","0.0",,"73",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-22","10.74","0.00","0.0",,"74",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-23","15.21","0.13","0.0",,"78",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-24","11.86","0.01","0.0",,"74",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-25","9.40","0.00","0.0",,"65",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-26","10.51","0.27","0.0",,"68",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-27","8.95","0.00","0.0",,"65",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-28","12.30","0.00","0.0",,"68",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-29","9.17","0.00","0.0",,"70",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-09-30","10.29","0.00","0.0",,"59",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-01","11.63","0.05","0.0",,"62",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-02","11.63","0.22","0.0",,"71","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-03","11.41","0.02","0.0",,"54","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-04","13.20","0.09","0.0",,"56","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-05","9.40","0.00","0.0",,"50",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-06","12.08","0.00","0.0",,"56",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-07","16.11","0.16","0.0",,"73","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-08","8.50","0.01","0.0",,"62",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-09","17.90","0.07","0.0",,"58",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-10","21.25","0.02","0.0",,"56",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-11","23.71","0.33","0.0",,"56","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-12","11.18","0.01","0.0",,"56","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-13","6.26","0.00","0.0",,"59",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-14","7.38","0.00","0.0",,"58","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-15","8.28","0.00","0.0",,"58",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-16","16.33","0.53","0.0",,"54","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-17","24.61","0.67","0.0",,"57","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-18","14.54","0.00","0.0",,"55",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-19","7.61","0.00","0.0",,"52",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-20","4.70","0.00","0.0",,"53",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-21","8.95","0.00","0.0",,"58",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-22","10.74","0.16","0.0",,"55","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-23","10.07","0.42","0.0",,"61","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-24","11.86","0.00","0.0",,"59",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-25","5.82","0.01","0.0",,"58",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-26","7.61","0.00","0.0",,"56",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-27","15.66","1.43","0.0",,"53","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-28","8.50","0.06","0.0",,"53","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-29","4.47","0.03","0.0",,"54","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-30","3.36","0.09","0.0",,"59","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-10-31","18.12","0.07","0.0",,"65","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-01","20.58","0.01","0.0",,"62",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-02","6.93","0.00","0.0",,"45",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-03","10.07","0.00","0.0",,"49",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-04","8.72","0.00","0.0",,"48",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-05","7.83","0.40","0.0",,"52","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-06","10.51","0.00","0.0",,"52",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-07","11.41","0.23","0.0",,"50",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-08","16.78","0.00","0.0",,"39",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-09","9.62","0.00","0.0",,"33",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-10","11.18","0.00","0.0",,"41",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-11","8.50","0.00","0.0",,"48",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-12","13.20","0.08","0.0",,"41","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-13","16.11","0.00","0.0",,"27",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-14","6.93","0.00","0.0",,"30",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-15","12.97","0.00","0.0",,"44",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-16","13.42","0.00","0.0",,"37",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-17","13.42","0.00","0.0",,"32",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-18","14.09","0.24","0.0",,"40","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-19","4.92","0.24","0.0",,"42","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-20","10.51","0.23","0.0",,"41","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-21","8.50","0.00","0.0",,"42",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-22","15.66","0.09","0.0",,"48",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-23","9.84","0.00","0.0",,"41",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-24","16.33","1.51","0.0",,"43","    1",,"    1",,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-25","10.96","0.00","0.0",,"46",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-26","9.17","0.00","0.0",,"50","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-27","6.26","0.20","0.0",,"48","    1","    1",,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-28","19.46","0.14","0.0",,"47",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-29","17.67","0.00","0.0",,"37",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-11-30","16.11","0.00","0.0",,"33",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-01","10.96","0.62","1.2",,"29","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-02","24.16","0.43","1.1",,"39","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-03","15.66","0.38","4.8",,"32","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-04","9.62","0.00","0.0",,"34",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-05","13.42","0.00","0.0",,"40",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-06","9.17","0.04","0.2",,"34","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-07","11.86","0.00","0.0",,"32",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-08","9.62","0.00","0.0",,"29",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-09","13.87","0.55","0.0",,"45","    1","    1",,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-10","15.66","0.19","0.0",,"59",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-11","10.96","0.21","2.8",,"38","    1",,,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-12","10.07","0.00","0.0",,"30",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-13","6.93","0.10","0.0",,"35","    1",,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-14","12.53","1.25","0.0",,"51","    1","    1",,,,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-15","22.82","0.00","0.0",,"49",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-16","11.41","0.00","0.0",,"34",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-17","9.62","0.65","1.3",,"31","    1",,,"    1",,"    1",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-18","14.32","0.00","0.1",,"34",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-19","19.69","0.00","0.0",,"22",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-20","13.20","0.00","0.0",,"23",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-21","5.14","0.00","0.0",,"27",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-22","9.84","0.00","0.0",,"36",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-23","11.41","0.00","0.0",,"44",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-24","9.62","0.00","0.0",,"45",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-25","4.70","0.00","0.0",,"37",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-26","6.93","0.00","0.0",,"37",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-27","11.41","0.01","0.0",,"41",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-28","10.96","0.00","0.0",,"48",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-29","7.16","0.08","0.0",,"40",,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-30","20.80","1.29","0.0",,"38","    1",,"    1","    1",,,"    1",
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2019-12-31","13.42","0.27","0.0",,"40","    1",,,,,,"    1",
